title,date,location,url,attendees,tags
Latin Conversation Hour,"Tuesday, 28 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298193,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Tuesday, 28 April 2026 At 4:30 PM, EDT (GMT-4)",Libe Cafe ( Olin Library ),/rsvp_boot?id=2300778,0 going,"Open Meeting, Diversity, Dialogue/ Discussion, Advocacy, Cultural, Free, Fun, History, Awareness, Activism, Community, Identity, International, Social Justice, Political, Leadership, Social, Inclusion"
CProg x SJP G-Body,"Tuesday, 28 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300243,0 going,Open Meeting
CIAS G-Body,"Tuesday, 28 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300476,0 going,Open Meeting
CIAS G-Body,"Tuesday, 28 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300487,0 going,Open Meeting
CIAS G-Body,"Tuesday, 28 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300498,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Tuesday, 28 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297804,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Taiwanese Conversation Hour,"Tuesday, 28 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298662,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Tuesday, 28 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302089,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Tuesday, 28 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297441,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 28 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298304,0 going,"Private Meeting, Music, Cultural"
Shimtah Oldie Practice,"Tuesday, 28 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300123,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Wednesday, 29 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303472,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Wednesday, 29 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297660,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Wednesday, 29 April 2026 At 3:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302651,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Bangla slash Bengali Conversation Hour,"Wednesday, 29 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297394,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Wednesday, 29 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297716,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
American Sign Language Conversation Hour,"Wednesday, 29 April 2026 At 4:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297634,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Wednesday, 29 April 2026 At 4:30 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298365,0 going,Open Meeting
The Insurance Club Meeting,"Wednesday, 29 April 2026 At 4:45 PM, EDT (GMT-4)",Ives 217,/rsvp_boot?id=2303252,0 going,"Open Meeting, Mindfulness, Community, Faith/ Religion, Funded by Interfaith Council at ..."
Weekly Meditation and Meeting,"Wednesday, 29 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300511,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Arabic Conversation Hour,"Wednesday, 29 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297365,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Armenian Conversation Hour,"Wednesday, 29 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297380,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Wednesday, 29 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297486,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Wednesday, 29 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302117,0 going,"Open Meeting, Careers"
CAS G-Body Meeting,"Wednesday, 29 April 2026 At 5:45 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299969,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Wednesday, 29 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297729,0 going,"Open Event, Student Life, Education, Housing, Free, Awareness, Graduate School, Resources, Community, Networking"
In-Person Housing Fair,"Thursday, 30 April 2026 At 11:00 AM, EDT (GMT-4)",Ho Plaza,/rsvp_boot?id=2303225,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 30 April 2026 At 1:15 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298376,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 30 April 2026 At 2:20 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298425,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Thursday, 30 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302320,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 30 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302329,0 going,"Private Meeting, Music"
Hearsay Rehearsal,"Thursday, 30 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299563,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi slash Urdu Conversation Hour,"Thursday, 30 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297673,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Turkish Conversation Hour,"Thursday, 30 April 2026 At 5:00 PM, EDT (GMT-4)",G24B Stimson Hall,/rsvp_boot?id=2298145,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Thursday, 30 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302090,0 going,"Open Event, Free, Fun"
"Come Juggle! Thursday, 30 April 2026 At 6:00 PM, EDT (GMT-4)",Physical Sciences Building Patio,Opens the event page,/rsvp_boot?id=2302527,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 30 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297456,0 going,"Open Event, Dance, Education, Fitness, Body Positivity, Cultural, Free, Fun, Health and Wellness, Community, Workshop"
Free Tango Lesson and Practica,"Thursday, 30 April 2026 At 7:00 PM, EDT (GMT-4)",Atrium of Physical Sciences Building,/rsvp_boot?id=2288826,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Thursday, 30 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300137,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi Conversation Hour,"Friday, 01 May 2026 At 9:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297703,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Quechua Conversation Hour,"Friday, 01 May 2026 At 10:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297777,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Ancient Greek Conversation Hour,"Friday, 01 May 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298207,0 going,"Open Event, Academics, Funded by GPSAFC"
The Work-in-Progress Seminar ( TWIPS ),"Friday, 01 May 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301103,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Yiddish Conversation Hour,"Friday, 01 May 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2295720,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Catalan Conversation Hour,"Friday, 01 May 2026 At 1:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297407,0 going,"Open Event, Diversity, Self-Care, Education, Free, Fun, Mindfulness, Resources, Community, Academics, Food/Drink, Identity, Social, Inclusion"
"Study Smart! Friday, 01 May 2026 At 1:15 PM, EDT (GMT-4)",Private Location ( sign in to display ),Opens the event page,/rsvp_boot?id=2303483,0 going,Open Lecture/Webinar
Biogeochemistry Seminar,"Friday, 01 May 2026 At 3:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300755,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Friday Meeting - Tech help and open workshop,"Friday, 01 May 2026 At 4:30 PM, EDT (GMT-4)",Gates Hall G09,/rsvp_boot?id=2300917,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Portuguese Conversation Hour,"Friday, 01 May 2026 At 5:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2298162,0 going,Open Meeting
Real Life - Cru’s Weekly Large Group Meeting,"Friday, 01 May 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2287847,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Friday, 01 May 2026 At 8:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2302332,0 going,"Open Meeting, Esports, Gaming, Free, Fun"
Cornell Fighting Game Club Weekly Meeting,"Friday, 01 May 2026 At 8:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299355,0 going,"Open Event, Gaming, Free, Fun, Community, Food/Drink"
Mafia Club Weekly Meeting,"Friday, 01 May 2026 At 9:00 PM, EDT (GMT-4)",Keeton House Downstairs G40A Lounge ( near dining room ),/rsvp_boot?id=2292643,0 going,"Open Event, Academics, Networking, Leadership, Inclusion"
African Global Summit at Cornell 2026,"Saturday, 02 May 2026 At 9:30 AM, EDT (GMT-4)",TBD,/rsvp_boot?id=2300937,0 going,"Open Training/Workshop, Dance, Free, Fun"
Swing Syndicate Open Jam,"Saturday, 02 May 2026 At 11:00 AM, EDT (GMT-4)","Garden Room, Willard Straight Hall",/rsvp_boot?id=2299948,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Saturday, 02 May 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300138,0 going,"Open Event, Music, Free, Spirituality, Faith/ Religion"
Pickup Choir with PCM,"Sunday, 03 May 2026 At 10:00 AM, EDT (GMT-4)",Anabel Taylor Hall,/rsvp_boot?id=2286086,0 going,"Open Event, Free, Community, Spirituality, Faith/ Religion, Family, Inclusion"
Morning Worship Services with PCM,"Sunday, 03 May 2026 At 11:00 AM, EDT (GMT-4)",Anabel Taylor Hall Chapel,/rsvp_boot?id=2286122,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Sunday Meeting - Computer repurposing workshop,"Sunday, 03 May 2026 At 1:00 PM, EDT (GMT-4)",Gates Hall G11,/rsvp_boot?id=2300909,0 going,Private Meeting
Board,"Sunday, 03 May 2026 At 2:30 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301155,0 going,Private Meeting
Chapter,"Sunday, 03 May 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301144,0 going,"Open Event, Spirituality, Faith/ Religion"
Catholic Bible Study,"Sunday, 03 May 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303283,0 going,"Open Event, Spirituality, Faith/ Religion"
Sunday Rosary,"Sunday, 03 May 2026 At 4:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303292,0 going,"Open Event, Spirituality, Faith/ Religion"
Catechesis,"Sunday, 03 May 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303301,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Sunday, 03 May 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298651,0 going,"Open Event, Spirituality"
Sunday Mass ( 9pm ),"Sunday, 03 May 2026 At 9:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2288022,0 going,"Open Meeting, Dialogue/ Discussion, Education, Graduate School, Spirituality, Faith/ Religion, Academics, Food/Drink, Funded by Interfaith Council at ..."
Scriptorium,"Monday, 04 May 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302134,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Morning Prayer,"Monday, 04 May 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302146,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Monday, 04 May 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303473,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Monday, 04 May 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297792,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Sanskrit Conversation Hour,"Monday, 04 May 2026 At 4:00 PM, EDT (GMT-4)",G24A Stimson Hall and on Zoom ( link on website ),/rsvp_boot?id=2297932,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 04 May 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298413,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Monday, 04 May 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297473,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
German Conversation Hour ( SprachCafe ),"Monday, 04 May 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297647,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Norwegian Conversation Hour,"Monday, 04 May 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297764,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Monday, 04 May 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302091,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Monday, 04 May 2026 At 5:40 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302660,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 04 May 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297429,0 going,"Private Meeting, Education"
MICC G-Body and NME Session,"Monday, 04 May 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301835,0 going,"Open Event, Dance, Free, Fun"
Monday Night Swing Dance,"Monday, 04 May 2026 At 7:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2299937,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 05 May 2026 At 11:15 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297888,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
